curriculumCode,sourcePath,semester,curriculumSubjectCode,subjectCode,note
BIT_SE_K20B,$[2].subjects[28].children[0],5,SWP391,SWP391,Mon hoc/SWP391 - Dự án phát triển phần mềm.md
BIT_SE_K21B,$[3].subjects[28].children[0],5,SWP391,SWP391,Mon hoc/SWP391 - Dự án phát triển phần mềm.md
BIT_SE_K19B,$[0].subjects[28].children[0],5,SWR302,SWR302,Mon hoc/SWR302 - Yêu cầu phần mềm.md
BIT_SE_K19D_K20A,$[1].subjects[28].children[0],5,SWR302,SWR302,Mon hoc/SWR302 - Yêu cầu phần mềm.md
BIT_SE_K20B,$[2].subjects[25].children[0],4,SWR302,SWR302,Mon hoc/SWR302 - Yêu cầu phần mềm.md
BIT_SE_K21B,$[3].subjects[25].children[0],4,SWR302,SWR302,Mon hoc/SWR302 - Yêu cầu phần mềm.md
BIT_SE_K19B,$[0].subjects[29].children[0],5,SWT301,SWT301,Mon hoc/SWT301 - Kiểm thử phần mềm.md
BIT_SE_K19D_K20A,$[1].subjects[29].children[0],5,SWT301,SWT301,Mon hoc/SWT301 - Kiểm thử phần mềm.md
BIT_SE_K20B,$[2].subjects[29].children[0],5,SWT301,SWT301,Mon hoc/SWT301 - Kiểm thử phần mềm.md
BIT_SE_K21B,$[3].subjects[29].children[0],5,SWT301,SWT301,Mon hoc/SWT301 - Kiểm thử phần mềm.md
BIT_SE_K19B,$[0].subjects[3].children[1],0,TMI_ELE,TRG103,Mon hoc/TRG103 - Nhạc cụ truyền thống -Trống dân tộc.md
BIT_SE_K19D_K20A,$[1].subjects[3].children[1],0,TMI_ELE,TRG103,Mon hoc/TRG103 - Nhạc cụ truyền thống -Trống dân tộc.md
BIT_SE_K20B,$[2].subjects[3].children[1],0,TMI_ELE,TRG103,Mon hoc/TRG103 - Nhạc cụ truyền thống -Trống dân tộc.md
BIT_SE_K21B,$[3].subjects[3].children[1],0,TMI_ELE,TRG103,Mon hoc/TRG103 - Nhạc cụ truyền thống -Trống dân tộc.md
BIT_SE_K19B,$[0].subjects[47].children[0],9,VNR202,VNR202,Mon hoc/VNR202 - History of the Communist Party of Viet Nam - Lịch sử Đảng Cộng sản Việt Nam.md
BIT_SE_K19D_K20A,$[1].subjects[47].children[0],9,VNR202,VNR202,Mon hoc/VNR202 - History of the Communist Party of Viet Nam - Lịch sử Đảng Cộng sản Việt Nam.md
BIT_SE_K20B,$[2].subjects[47].children[0],9,VNR202,VNR202,Mon hoc/VNR202 - History of the Communist Party of Viet Nam - Lịch sử Đảng Cộng sản Việt Nam.md
BIT_SE_K21B,$[3].subjects[47].children[0],9,VNR202,VNR202,Mon hoc/VNR202 - History of the Communist Party of Viet Nam - Lịch sử Đảng Cộng sản Việt Nam.md
BIT_SE_K19B,$[0].subjects[2].children[0],0,PHE_COM*1,VOV114,Mon hoc/VOV114 - Vovinam 1.md
BIT_SE_K19D_K20A,$[1].subjects[2].children[0],0,PHE_COM*1,VOV114,Mon hoc/VOV114 - Vovinam 1.md
BIT_SE_K20B,$[2].subjects[2].children[0],0,PHE_COM*1,VOV114,Mon hoc/VOV114 - Vovinam 1.md
BIT_SE_K21B,$[3].subjects[2].children[0],0,PHE_COM*1,VOV114,Mon hoc/VOV114 - Vovinam 1.md
BIT_SE_K19B,$[0].subjects[7].children[0],1,PHE_COM*2,VOV124,Mon hoc/VOV124 - Vovinam 2.md
BIT_SE_K19D_K20A,$[1].subjects[7].children[0],1,PHE_COM*2,VOV124,Mon hoc/VOV124 - Vovinam 2.md
BIT_SE_K20B,$[2].subjects[7].children[0],1,PHE_COM*2,VOV124,Mon hoc/VOV124 - Vovinam 2.md
BIT_SE_K21B,$[3].subjects[7].children[0],1,PHE_COM*2,VOV124,Mon hoc/VOV124 - Vovinam 2.md
BIT_SE_K19B,$[0].subjects[13].children[0],2,PHE_COM*3,VOV134,Mon hoc/VOV134 - Vovinam 3.md
BIT_SE_K19D_K20A,$[1].subjects[13].children[0],2,PHE_COM*3,VOV134,Mon hoc/VOV134 - Vovinam 3.md
BIT_SE_K20B,$[2].subjects[13].children[0],2,PHE_COM*3,VOV134,Mon hoc/VOV134 - Vovinam 3.md
BIT_SE_K21B,$[3].subjects[13].children[0],2,PHE_COM*3,VOV134,Mon hoc/VOV134 - Vovinam 3.md
BIT_SE_K19B,$[0].subjects[30].children[0],5,WDU203c,WDU203c,Mon hoc/WDU203c - Thiết kế trải nghiệm người dùng.md
BIT_SE_K19D_K20A,$[1].subjects[30].children[0],5,WDU203c,WDU203c,Mon hoc/WDU203c - Thiết kế trải nghiệm người dùng.md
BIT_SE_K20B,$[2].subjects[30].children[0],5,WDU203c,WDU203c,Mon hoc/WDU203c - Thiết kế trải nghiệm người dùng.md
BIT_SE_K21B,$[3].subjects[30].children[0],5,WDU203c,WDU203c,Mon hoc/WDU203c - Thiết kế trải nghiệm người dùng.md
BIT_SE_K19B,$[0].subjects[20].children[0],3,WED201c,WED201c,Mon hoc/WED201c - Thiết kế web.md
BIT_SE_K19D_K20A,$[1].subjects[15].children[0],2,WED201c,WED201c,Mon hoc/WED201c - Thiết kế web.md
BIT_SE_K20B,$[2].subjects[15].children[0],2,WED201c,WED201c,Mon hoc/WED201c - Thiết kế web.md
BIT_SE_K21B,$[3].subjects[15].children[0],2,WED201c,WED201c,Mon hoc/WED201c - Thiết kế web.md
