curriculumCode,sourcePath,semester,curriculumSubjectCode,subjectCode,note
BIT_SE_K19D_K20A,$[1].subjects[35].children[0],7,SE_COM*2,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[2],7,SE_COM*2,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[0],7,SE_COM*3,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[2],7,SE_COM*3,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K20B,$[2].subjects[35].children[0],7,SE_COM*2,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K20B,$[2].subjects[35].children[2],7,SE_COM*2,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K20B,$[2].subjects[36].children[0],7,SE_COM*3,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K20B,$[2].subjects[36].children[2],7,SE_COM*3,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K21B,$[3].subjects[35].children[0],7,SE_COM*2,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K21B,$[3].subjects[35].children[2],7,SE_COM*2,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K21B,$[3].subjects[36].children[0],7,SE_COM*3,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K21B,$[3].subjects[36].children[2],7,SE_COM*3,JPD316,Mon hoc/JPD316 - Tiếng Nhật trung cấp 1-B1 - B2.md
BIT_SE_K19B,$[0].subjects[35].children[1],7,SE_COM*2,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K19B,$[0].subjects[36].children[1],7,SE_COM*3,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[1],7,SE_COM*2,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[1],7,SE_COM*3,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K20B,$[2].subjects[35].children[1],7,SE_COM*2,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K20B,$[2].subjects[36].children[1],7,SE_COM*3,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K21B,$[3].subjects[35].children[1],7,SE_COM*2,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K21B,$[3].subjects[36].children[1],7,SE_COM*3,KOR311,Mon hoc/KOR311 - Hàn ngữ trung cấp 1.md
BIT_SE_K19B,$[0].subjects[19].children[0],3,LAB211,LAB211,Mon hoc/LAB211 - Thực hành OOP với Java.md
BIT_SE_K19D_K20A,$[1].subjects[19].children[0],3,LAB211,LAB211,Mon hoc/LAB211 - Thực hành OOP với Java.md
BIT_SE_K20B,$[2].subjects[18].children[0],3,LAB211,LAB211,Mon hoc/LAB211 - Thực hành OOP với Java.md
BIT_SE_K21B,$[3].subjects[18].children[0],3,LAB211,LAB211,Mon hoc/LAB211 - Thực hành OOP với Java.md
BIT_SE_K19B,$[0].subjects[10].children[0],2,MAD101,MAD101,Mon hoc/MAD101 - Toán rời rạc.md
BIT_SE_K19D_K20A,$[1].subjects[10].children[0],2,MAD101,MAD101,Mon hoc/MAD101 - Toán rời rạc.md
BIT_SE_K20B,$[2].subjects[10].children[0],2,MAD101,MAD101,Mon hoc/MAD101 - Toán rời rạc.md
BIT_SE_K21B,$[3].subjects[10].children[0],2,MAD101,MAD101,Mon hoc/MAD101 - Toán rời rạc.md
BIT_SE_K19B,$[0].subjects[6].children[0],1,MAE101,MAE101,Mon hoc/MAE101 - Toán cho ngành kỹ thuật.md
BIT_SE_K19D_K20A,$[1].subjects[6].children[0],1,MAE101,MAE101,Mon hoc/MAE101 - Toán cho ngành kỹ thuật.md
BIT_SE_K20B,$[2].subjects[6].children[0],1,MAE101,MAE101,Mon hoc/MAE101 - Toán cho ngành kỹ thuật.md
BIT_SE_K21B,$[3].subjects[6].children[0],1,MAE101,MAE101,Mon hoc/MAE101 - Toán cho ngành kỹ thuật.md
BIT_SE_K19B,$[0].subjects[23].children[0],4,MAS291,MAS291,Mon hoc/MAS291 - Xác suất thống kê.md
BIT_SE_K19D_K20A,$[1].subjects[20].children[0],3,MAS291,MAS291,Mon hoc/MAS291 - Xác suất thống kê.md
BIT_SE_K20B,$[2].subjects[19].children[0],3,MAS291,MAS291,Mon hoc/MAS291 - Xác suất thống kê.md
BIT_SE_K21B,$[3].subjects[19].children[0],3,MAS291,MAS291,Mon hoc/MAS291 - Xác suất thống kê.md
BIT_SE_K19B,$[0].subjects[35].children[13],7,SE_COM*2,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K19B,$[0].subjects[36].children[13],7,SE_COM*3,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[13],7,SE_COM*2,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[13],7,SE_COM*3,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K20B,$[2].subjects[35].children[13],7,SE_COM*2,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K20B,$[2].subjects[36].children[13],7,SE_COM*3,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K21B,$[3].subjects[35].children[13],7,SE_COM*2,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K21B,$[3].subjects[36].children[13],7,SE_COM*3,MDS301,Mon hoc/MDS301 - Học máy trong khoa học dữ liệu.md
BIT_SE_K19B,$[0].subjects[35].children[7],7,SE_COM*2,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K19B,$[0].subjects[36].children[7],7,SE_COM*3,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[7],7,SE_COM*2,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[7],7,SE_COM*3,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K20B,$[2].subjects[35].children[7],7,SE_COM*2,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K20B,$[2].subjects[36].children[7],7,SE_COM*3,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K21B,$[3].subjects[35].children[7],7,SE_COM*2,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K21B,$[3].subjects[36].children[7],7,SE_COM*3,MIP201,Mon hoc/MIP201 - Lập trình vi điều khiển.md
BIT_SE_K19B,$[0].subjects[40].children[0],8,MLN111,MLN111,Mon hoc/MLN111 - Triết học Mác - Lê-nin.md
BIT_SE_K19D_K20A,$[1].subjects[40].children[0],8,MLN111,MLN111,Mon hoc/MLN111 - Triết học Mác - Lê-nin.md
BIT_SE_K20B,$[2].subjects[40].children[0],8,MLN111,MLN111,Mon hoc/MLN111 - Triết học Mác - Lê-nin.md
BIT_SE_K21B,$[3].subjects[40].children[0],8,MLN111,MLN111,Mon hoc/MLN111 - Triết học Mác - Lê-nin.md
BIT_SE_K19B,$[0].subjects[41].children[0],8,MLN122,MLN122,Mon hoc/MLN122 - Political economics of Marxism – Leninism - Kinh tế chính trị Mác - Lê-nin.md
BIT_SE_K19D_K20A,$[1].subjects[41].children[0],8,MLN122,MLN122,Mon hoc/MLN122 - Political economics of Marxism – Leninism - Kinh tế chính trị Mác - Lê-nin.md
BIT_SE_K20B,$[2].subjects[41].children[0],8,MLN122,MLN122,Mon hoc/MLN122 - Political economics of Marxism – Leninism - Kinh tế chính trị Mác - Lê-nin.md
BIT_SE_K21B,$[3].subjects[41].children[0],8,MLN122,MLN122,Mon hoc/MLN122 - Political economics of Marxism – Leninism - Kinh tế chính trị Mác - Lê-nin.md
BIT_SE_K19B,$[0].subjects[45].children[0],9,MLN131,MLN131,Mon hoc/MLN131 - Scientific socialism - Chủ nghĩa xã hội khoa học.md
BIT_SE_K19D_K20A,$[1].subjects[45].children[0],9,MLN131,MLN131,Mon hoc/MLN131 - Scientific socialism - Chủ nghĩa xã hội khoa học.md
BIT_SE_K20B,$[2].subjects[45].children[0],9,MLN131,MLN131,Mon hoc/MLN131 - Scientific socialism - Chủ nghĩa xã hội khoa học.md
BIT_SE_K21B,$[3].subjects[45].children[0],9,MLN131,MLN131,Mon hoc/MLN131 - Scientific socialism - Chủ nghĩa xã hội khoa học.md
BIT_SE_K19B,$[0].subjects[35].children[5],7,SE_COM*2,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K19B,$[0].subjects[36].children[5],7,SE_COM*3,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[5],7,SE_COM*2,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[5],7,SE_COM*3,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K20B,$[2].subjects[35].children[5],7,SE_COM*2,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K20B,$[2].subjects[36].children[5],7,SE_COM*3,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K21B,$[3].subjects[35].children[5],7,SE_COM*2,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K21B,$[3].subjects[36].children[5],7,SE_COM*3,MMA301,Mon hoc/MMA301 - Phát triển ứng dụng di động đa nền tảng.md
BIT_SE_K19B,$[0].subjects[11].children[0],2,NWC204,NWC204,Mon hoc/NWC204 - Mạng máy tính.md
BIT_SE_K19D_K20A,$[1].subjects[11].children[0],2,NWC204,NWC204,Mon hoc/NWC204 - Mạng máy tính.md
BIT_SE_K20B,$[2].subjects[11].children[0],2,NWC204,NWC204,Mon hoc/NWC204 - Mạng máy tính.md
BIT_SE_K21B,$[3].subjects[11].children[0],2,NWC204,NWC204,Mon hoc/NWC204 - Mạng máy tính.md
BIT_SE_K19B,$[0].subjects[32].children[0],6,OJT202,OJT202,Mon hoc/OJT202 - Đào tạo trong môi trường thực tế.md
BIT_SE_K19D_K20A,$[1].subjects[32].children[0],6,OJT202,OJT202,Mon hoc/OJT202 - Đào tạo trong môi trường thực tế.md
BIT_SE_K20B,$[2].subjects[32].children[0],6,OJT202,OJT202,Mon hoc/OJT202 - Đào tạo trong môi trường thực tế.md
BIT_SE_K21B,$[3].subjects[32].children[0],6,OJT202,OJT202,Mon hoc/OJT202 - Đào tạo trong môi trường thực tế.md
BIT_SE_K19B,$[0].subjects[12].children[0],2,OSG202,OSG202,Mon hoc/OSG202 - Hệ điều hành.md
BIT_SE_K19D_K20A,$[1].subjects[12].children[0],2,OSG202,OSG202,Mon hoc/OSG202 - Hệ điều hành.md
BIT_SE_K20B,$[2].subjects[12].children[0],2,OSG202,OSG202,Mon hoc/OSG202 - Hệ điều hành.md
BIT_SE_K21B,$[3].subjects[12].children[0],2,OSG202,OSG202,Mon hoc/OSG202 - Hệ điều hành.md
BIT_SE_K19B,$[0].subjects[0].children[0],0,OTP101,OTP101,Mon hoc/OTP101 - Định hướng và Rèn luyện tập trung.md
BIT_SE_K19D_K20A,$[1].subjects[0].children[0],0,OTP101,OTP101,Mon hoc/OTP101 - Định hướng và Rèn luyện tập trung.md
BIT_SE_K20B,$[2].subjects[0].children[0],0,OTP101,OTP101,Mon hoc/OTP101 - Định hướng và Rèn luyện tập trung.md
BIT_SE_K21B,$[3].subjects[0].children[0],0,OTP101,OTP101,Mon hoc/OTP101 - Định hướng và Rèn luyện tập trung.md
BIT_SE_K19B,$[0].subjects[26].children[8],5,SE_COM*1,PDS301m,Mon hoc/PDS301m - Lập trình Python cho khoa học dữ liệu ứng dụng.md
BIT_SE_K19D_K20A,$[1].subjects[26].children[8],5,SE_COM*1,PDS301m,Mon hoc/PDS301m - Lập trình Python cho khoa học dữ liệu ứng dụng.md
BIT_SE_K20B,$[2].subjects[26].children[7],5,SE_COM*1,PDS301m,Mon hoc/PDS301m - Lập trình Python cho khoa học dữ liệu ứng dụng.md
BIT_SE_K21B,$[3].subjects[26].children[7],5,SE_COM*1,PDS301m,Mon hoc/PDS301m - Lập trình Python cho khoa học dữ liệu ứng dụng.md
BIT_SE_K19B,$[0].subjects[1],0,PEN,PEN,Mon hoc/PEN - Tiếng Anh chuẩn bị.md
BIT_SE_K19D_K20A,$[1].subjects[1],0,PEN,PEN,Mon hoc/PEN - Tiếng Anh chuẩn bị.md
BIT_SE_K20B,$[2].subjects[1],0,PEN,PEN,Mon hoc/PEN - Tiếng Anh chuẩn bị.md
BIT_SE_K21B,$[3].subjects[1],0,PEN,PEN,Mon hoc/PEN - Tiếng Anh chuẩn bị.md
BIT_SE_K19B,$[0].subjects[46].children[1],9,SE_GRA_ELE,PIT490,Mon hoc/PIT490 - Đồ án tốt nghiệp liên chuyên ngành Công nghệ thông tin.md
BIT_SE_K19D_K20A,$[1].subjects[46].children[1],9,SE_GRA_ELE,PIT490,Mon hoc/PIT490 - Đồ án tốt nghiệp liên chuyên ngành Công nghệ thông tin.md
BIT_SE_K20B,$[2].subjects[46].children[1],9,SE_GRA_ELE,PIT490,Mon hoc/PIT490 - Đồ án tốt nghiệp liên chuyên ngành Công nghệ thông tin.md
BIT_SE_K21B,$[3].subjects[46].children[1],9,SE_GRA_ELE,PIT490,Mon hoc/PIT490 - Đồ án tốt nghiệp liên chuyên ngành Công nghệ thông tin.md
BIT_SE_K19B,$[0].subjects[34].children[0],7,PMG201c,PMG201c,Mon hoc/PMG201c - Quản trị dự án.md
BIT_SE_K19D_K20A,$[1].subjects[34].children[0],7,PMG201c,PMG201c,Mon hoc/PMG201c - Quản trị dự án.md
BIT_SE_K20B,$[2].subjects[34].children[0],7,PMG201c,PMG201c,Mon hoc/PMG201c - Quản trị dự án.md
BIT_SE_K21B,$[3].subjects[34].children[0],7,PMG201c,PMG201c,Mon hoc/PMG201c - Quản trị dự án.md
BIT_SE_K19B,$[0].subjects[8].children[0],1,PRF192,PRF192,Mon hoc/PRF192 - Cơ sở lập trình.md
BIT_SE_K19D_K20A,$[1].subjects[8].children[0],1,PRF192,PRF192,Mon hoc/PRF192 - Cơ sở lập trình.md
BIT_SE_K20B,$[2].subjects[8].children[0],1,PRF192,PRF192,Mon hoc/PRF192 - Cơ sở lập trình.md
BIT_SE_K21B,$[3].subjects[8].children[0],1,PRF192,PRF192,Mon hoc/PRF192 - Cơ sở lập trình.md
BIT_SE_K19B,$[0].subjects[24].children[0],4,PRJ301,PRJ301,Mon hoc/PRJ301 - Phát triển ứng dụng Java web.md
BIT_SE_K19D_K20A,$[1].subjects[23].children[0],4,PRJ301,PRJ301,Mon hoc/PRJ301 - Phát triển ứng dụng Java web.md
BIT_SE_K20B,$[2].subjects[24].children[0],4,PRJ301,PRJ301,Mon hoc/PRJ301 - Phát triển ứng dụng Java web.md
BIT_SE_K21B,$[3].subjects[24].children[0],4,PRJ301,PRJ301,Mon hoc/PRJ301 - Phát triển ứng dụng Java web.md
BIT_SE_K19B,$[0].subjects[42].children[0],8,PRM393,PRM393,Mon hoc/PRM393 - Lập trình di động.md
BIT_SE_K19D_K20A,$[1].subjects[42].children[0],8,PRM393,PRM393,Mon hoc/PRM393 - Lập trình di động.md
BIT_SE_K20B,$[2].subjects[42].children[0],8,PRM393,PRM393,Mon hoc/PRM393 - Lập trình di động.md
BIT_SE_K21B,$[3].subjects[42].children[0],8,PRM393,PRM393,Mon hoc/PRM393 - Lập trình di động.md
BIT_SE_K19B,$[0].subjects[26].children[9],5,SE_COM*1,PRN212,Mon hoc/PRN212 - Lập trình ứng dụng đa nền tảng cơ bản với .NET.md
BIT_SE_K19D_K20A,$[1].subjects[26].children[9],5,SE_COM*1,PRN212,Mon hoc/PRN212 - Lập trình ứng dụng đa nền tảng cơ bản với .NET.md
BIT_SE_K20B,$[2].subjects[26].children[8],5,SE_COM*1,PRN212,Mon hoc/PRN212 - Lập trình ứng dụng đa nền tảng cơ bản với .NET.md
BIT_SE_K21B,$[3].subjects[26].children[8],5,SE_COM*1,PRN212,Mon hoc/PRN212 - Lập trình ứng dụng đa nền tảng cơ bản với .NET.md
BIT_SE_K19B,$[0].subjects[35].children[14],7,SE_COM*2,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K19B,$[0].subjects[36].children[14],7,SE_COM*3,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[14],7,SE_COM*2,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[14],7,SE_COM*3,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K20B,$[2].subjects[35].children[14],7,SE_COM*2,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K20B,$[2].subjects[36].children[14],7,SE_COM*3,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K21B,$[3].subjects[35].children[14],7,SE_COM*2,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K21B,$[3].subjects[36].children[14],7,SE_COM*3,PRN222,Mon hoc/PRN222 - Lập trình ứng dụng đa nền tảng nâng cao với .NET.md
BIT_SE_K19B,$[0].subjects[14].children[1],2,PRO192,PRO192,Mon hoc/PRO192 - Lập trình hướng đối tượng.md
BIT_SE_K19D_K20A,$[1].subjects[14].children[1],2,PRO192,PRO192,Mon hoc/PRO192 - Lập trình hướng đối tượng.md
BIT_SE_K20B,$[2].subjects[14].children[1],2,PRO192,PRO192,Mon hoc/PRO192 - Lập trình hướng đối tượng.md
BIT_SE_K21B,$[3].subjects[14].children[1],2,PRO192,PRO192,Mon hoc/PRO192 - Lập trình hướng đối tượng.md
BIT_SE_K19B,$[0].subjects[14].children[0],2,PRO192,PRO192c,Mon hoc/PRO192c - Lập trình hướng đối tượng với Java.md
BIT_SE_K19D_K20A,$[1].subjects[14].children[0],2,PRO192,PRO192c,Mon hoc/PRO192c - Lập trình hướng đối tượng với Java.md
BIT_SE_K20B,$[2].subjects[14].children[0],2,PRO192,PRO192c,Mon hoc/PRO192c - Lập trình hướng đối tượng với Java.md
BIT_SE_K21B,$[3].subjects[14].children[0],2,PRO192,PRO192c,Mon hoc/PRO192c - Lập trình hướng đối tượng với Java.md
BIT_SE_K19B,$[0].subjects[26].children[2],5,SE_COM*1,PRP201c,Mon hoc/PRP201c - Lập trình Python.md
BIT_SE_K19D_K20A,$[1].subjects[26].children[2],5,SE_COM*1,PRP201c,Mon hoc/PRP201c - Lập trình Python.md
BIT_SE_K20B,$[2].subjects[26].children[2],5,SE_COM*1,PRP201c,Mon hoc/PRP201c - Lập trình Python.md
BIT_SE_K21B,$[3].subjects[26].children[2],5,SE_COM*1,PRP201c,Mon hoc/PRP201c - Lập trình Python.md
BIT_SE_K19B,$[0].subjects[35].children[15],7,SE_COM*2,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K19B,$[0].subjects[36].children[15],7,SE_COM*3,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[15],7,SE_COM*2,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[15],7,SE_COM*3,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K20B,$[2].subjects[35].children[15],7,SE_COM*2,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K20B,$[2].subjects[36].children[15],7,SE_COM*3,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K21B,$[3].subjects[35].children[15],7,SE_COM*2,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K21B,$[3].subjects[36].children[15],7,SE_COM*3,PRU213,Mon hoc/PRU213 - Lập trình Game với C Sharp.md
BIT_SE_K19B,$[0].subjects[35].children[9],7,SE_COM*2,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K19B,$[0].subjects[36].children[9],7,SE_COM*3,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K19D_K20A,$[1].subjects[35].children[9],7,SE_COM*2,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K19D_K20A,$[1].subjects[36].children[9],7,SE_COM*3,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K20B,$[2].subjects[35].children[9],7,SE_COM*2,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K20B,$[2].subjects[36].children[9],7,SE_COM*3,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K21B,$[3].subjects[35].children[9],7,SE_COM*2,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K21B,$[3].subjects[36].children[9],7,SE_COM*3,SBA301,Mon hoc/SBA301 - Tích hợp ứng dụng trang đơn với Spring Boot.md
BIT_SE_K19B,$[0].subjects[35].children[6],7,SE_COM*2,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K19B,$[0].subjects[36].children[6],7,SE_COM*3,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K19D_K20A,$[1].subjects[35].children[6],7,SE_COM*2,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K19D_K20A,$[1].subjects[36].children[6],7,SE_COM*3,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K20B,$[2].subjects[35].children[6],7,SE_COM*2,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K20B,$[2].subjects[36].children[6],7,SE_COM*3,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K21B,$[3].subjects[35].children[6],7,SE_COM*2,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K21B,$[3].subjects[36].children[6],7,SE_COM*3,SDN302,"Mon hoc/SDN302 - Phát triển Server-Side với NodeJS, Express và MongoDB.md"
BIT_SE_K19B,$[0].subjects[46].children[4],9,SE_GRA_ELE,SEP490,Mon hoc/SEP490 - Đồ án tốt nghiệp KTPM.md
BIT_SE_K19D_K20A,$[1].subjects[46].children[4],9,SE_GRA_ELE,SEP490,Mon hoc/SEP490 - Đồ án tốt nghiệp KTPM.md
BIT_SE_K20B,$[2].subjects[46].children[4],9,SE_GRA_ELE,SEP490,Mon hoc/SEP490 - Đồ án tốt nghiệp KTPM.md
BIT_SE_K21B,$[3].subjects[46].children[4],9,SE_GRA_ELE,SEP490,Mon hoc/SEP490 - Đồ án tốt nghiệp KTPM.md
BIT_SE_K19B,$[0].subjects[46].children[3],9,SE_GRA_ELE,SET490,Mon hoc/SET490 - Khóa luận tốt nghiệp Kỹ thuật phần mềm.md
BIT_SE_K19D_K20A,$[1].subjects[46].children[3],9,SE_GRA_ELE,SET490,Mon hoc/SET490 - Khóa luận tốt nghiệp Kỹ thuật phần mềm.md
BIT_SE_K20B,$[2].subjects[46].children[3],9,SE_GRA_ELE,SET490,Mon hoc/SET490 - Khóa luận tốt nghiệp Kỹ thuật phần mềm.md
BIT_SE_K21B,$[3].subjects[46].children[3],9,SE_GRA_ELE,SET490,Mon hoc/SET490 - Khóa luận tốt nghiệp Kỹ thuật phần mềm.md
BIT_SE_K21B,$[3].subjects[9].children[0],1,SSA101,SSA101,Mon hoc/SSA101 - Kỹ năng học thuật.md
BIT_SE_K19B,$[0].subjects[15].children[0],2,SSG104,SSG104,Mon hoc/SSG104 - Kỹ năng giao tiếp và cộng tác.md
BIT_SE_K19D_K20A,$[1].subjects[24].children[0],4,SSG104,SSG104,Mon hoc/SSG104 - Kỹ năng giao tiếp và cộng tác.md
BIT_SE_K20B,$[2].subjects[27].children[0],5,SSG105,SSG105,Mon hoc/SSG105 - Kỹ năng giao tiếp và cộng tác.md
BIT_SE_K21B,$[3].subjects[27].children[0],5,SSG105,SSG105,Mon hoc/SSG105 - Kỹ năng giao tiếp và cộng tác.md
BIT_SE_K19B,$[0].subjects[9].children[0],1,SSL101c,SSL101c,Mon hoc/SSL101c - Kỹ năng học tập ở Đại học.md
BIT_SE_K19D_K20A,$[1].subjects[9].children[0],1,SSL101c,SSL101c,Mon hoc/SSL101c - Kỹ năng học tập ở Đại học.md
BIT_SE_K20B,$[2].subjects[9].children[0],1,SSL101c,SSL101c,Mon hoc/SSL101c - Kỹ năng học tập ở Đại học.md
BIT_SE_K19B,$[0].subjects[37].children[0],7,SWD392,SWD392,Mon hoc/SWD392 - Kiến trúc và thiết kế phần mềm.md
BIT_SE_K19D_K20A,$[1].subjects[37].children[0],7,SWD392,SWD392,Mon hoc/SWD392 - Kiến trúc và thiết kế phần mềm.md
BIT_SE_K20B,$[2].subjects[37].children[0],7,SWD392,SWD392,Mon hoc/SWD392 - Kiến trúc và thiết kế phần mềm.md
BIT_SE_K21B,$[3].subjects[37].children[0],7,SWD392,SWD392,Mon hoc/SWD392 - Kiến trúc và thiết kế phần mềm.md
BIT_SE_K19B,$[0].subjects[25].children[0],4,SWE201c,SWE201c,Mon hoc/SWE201c - Nhập môn kỹ thuật phần mềm.md
BIT_SE_K19D_K20A,$[1].subjects[25].children[0],4,SWE202c,SWE202c,Mon hoc/SWE202c - Nhập môn kỹ thuật phần mềm.md
BIT_SE_K20B,$[2].subjects[20].children[0],3,SWE202c,SWE202c,Mon hoc/SWE202c - Nhập môn kỹ thuật phần mềm.md
BIT_SE_K21B,$[3].subjects[20].children[0],3,SWE202c,SWE202c,Mon hoc/SWE202c - Nhập môn kỹ thuật phần mềm.md
BIT_SE_K19B,$[0].subjects[27].children[0],5,SWP391,SWP391,Mon hoc/SWP391 - Dự án phát triển phần mềm.md
BIT_SE_K19D_K20A,$[1].subjects[27].children[0],5,SWP391,SWP391,Mon hoc/SWP391 - Dự án phát triển phần mềm.md
